symbol,code,name,current,percent,change,high,low,high52w,low52w,marketcapital,amount,pettm,volume 
SZ000151,000151,中成股份,11.6,0.78,0.09,11.65,11.3,20.25,8.75,3.433368E9,7.984456373E7,37.09,6913014
SH603908,603908,牧高笛,21.92,0.78,0.17,22.18,21.72,45.26,21.68,1.4618448E9,4694224.0,33.48,214000
SH603359,603359,东珠生态,16.81,0.78,0.13,16.99,16.58,39.64,16.58,5.3563384E9,2.0222169E7,16.66,1202643
SH601918,601918,新集能源,3.87,0.78,0.03,3.92,3.83,5.05,2.98,1.0025396766E10,7.4992319E7,15.84,19331640
SH600603,600603,广汇物流,3.89,0.78,0.03,3.93,3.85,7.51,3.72,4.87621128528E9,6922991.0,11.31,1780092
SH600557,600557,康缘药业,10.38,0.78,0.08,10.46,10.2,16.09,10.06,6.39874187598E9,1.7925288E7,16.66,1728622
SH600056,600056,中国医药,16.86,0.78,0.13,17.25,16.69,28.9,15.3,1.801466610324E10,1.27161598E8,12.22,7501634
SH600029,600029,南方航空,6.44,0.78,0.05,6.52,6.36,12.85,6.18,6.496783587168E10,2.80969607E8,12.3,43616055
SH000126,000126,消费50,6227.34,0.78,48.37,6286.32,6171.95,8235.76,6122.28,0.0,8.099021562E9,,468939100
SZ399934,399934,中证金融,5185.04,0.77,39.78,5228.21,5148.05,7217.68,4937.82,0.0,1.845959816E10,,1877576000
SZ399371,399371,国证价值,5428.85,0.77,41.73,5476.41,5387.83,7223.04,5321.92,0.0,4.2570898096E10,,4965701028
SZ002071,002071,长城影视,5.24,0.77,0.04,5.58,5.18,10.86,4.97,2.75325256072E9,9.294039377E7,16.07,17558336
SZ000712,000712,锦龙股份,7.82,0.77,0.06,7.93,7.76,21.9,7.7,7.00672E9,3.18675149E7,142.16,4058437
SH603822,603822,嘉澳环保,24.87,0.77,0.19,25.09,24.44,51.11,24.19,1.82430211701E9,9230743.0,28.77,372625
SH603706,603706,东方环宇,37.85,0.77,0.29,38.25,35.2,57.83,18.85,6.056E9,4.12509202E8,,11185733
SH603607,603607,京华激光,19.68,0.77,0.15,20.1,19.38,51.0,16.21,2.50943616E9,2.6237821E7,30.56,1325092
SH600801,600801,华新水泥,19.62,0.77,0.15,19.95,19.36,21.99,11.82,2.93823493965E10,2.60534521E8,8.6,13240941
SH600691,600691,阳煤化工,2.62,0.77,0.02,2.64,2.59,4.03,2.57,4.60278169372E9,1.5662002E7,29.07,5972400
SH600444,600444,国机通用,10.43,0.77,0.08,10.53,10.32,20.3,10.15,1.52718075076E9,2607811.0,8.73,250600
SH600199,600199,金种子酒,5.22,0.77,0.04,5.26,5.15,9.99,5.12,2.90114551044E9,1.683371E7,318.6,3233072
SH000968,000968,300周期,3211.25,0.77,24.7,3238.34,3189.19,4413.84,3082.26,0.0,2.8357879998E10,,2983995239
SH000934,000934,中证金融,5185.04,0.77,39.78,5228.21,5148.05,7217.68,4937.82,0.0,1.84595981603E10,,1877576000
SH000805,000805,A股资源,3493.94,0.77,26.79,3525.06,3476.06,5509.35,3458.15,0.0,1.05917001139E10,,1251019300
SH000123,000123,180动态,5534.42,0.77,42.18,5607.51,5486.87,7759.14,5294.55,0.0,2.3925095325E10,,1962477900
SZ399402,399402,周期100,2522.52,0.76,19.15,2551.07,2505.33,3571.28,2461.51,0.0,2.7059123334E10,,2445868815
SZ002428,002428,云南锗业,6.6,0.76,0.05,6.73,6.52,13.8,6.52,4.310592E9,3.645363237E7,319.75,5492457
SZ002026,002026,山东威达,5.32,0.76,0.04,5.34,5.27,10.31,5.14,2.23492358908E9,1.337608932E7,17.34,2520090
SZ000809,000809,铁岭新城,2.64,0.76,0.02,2.66,2.61,4.5,2.58,2.17744901352E9,7591025.0,11.66,2879700
SZ000637,000637,茂化实华,4.0,0.76,0.03,4.04,3.97,7.17,3.9,2.079501424E9,4969699.0,29.62,1242400
SZ000020,000020,深华发A,11.91,0.76,0.09,12.03,11.72,22.87,9.82,3.37245021357E9,1.01011017E7,2080.38,847615
SH603637,603637,镇海股份,13.26,0.76,0.1,13.38,13.1,21.53,11.13,2.30759272926E9,8841782.0,50.27,665878
SH601666,601666,平煤股份,4.0,0.76,0.03,4.06,3.98,7.74,3.83,9.444659928E9,3.9361664E7,8.9,9776200
SH000826,000826,民企红利,2973.49,0.76,22.37,2996.72,2954.61,4010.24,2896.37,0.0,2.841192234E9,,204072183
SH000058,000058,全指价值,3692.71,0.76,27.73,3723.1,3663.95,4747.33,3530.64,0.0,2.6988342945E10,,3078344900
SZ399919,399919,300价值,4336.95,0.75,32.15,4374.93,4303.28,5711.76,4208.74,0.0,2.6944466261E10,,2567329300
SZ399812,399812,养老产业,6890.56,0.75,51.18,6976.45,6840.43,9106.12,6691.91,0.0,2.0902384429E10,,946752528
SZ399671,399671,深防御50,5505.0,0.75,41.16,5577.6,5458.48,7502.71,5367.3,0.0,1.4735631453E10,,993529628
SZ399644,399644,深证时钟,2552.03,0.75,19.09,2580.65,2530.78,3768.39,2518.06,0.0,1.3978454683E10,,1155372154
SZ399387,399387,1000金融,4151.75,0.75,30.97,4185.98,4122.19,5779.25,3964.19,0.0,1.8586048038E10,,1964915789
SZ399322,399322,国证治理,6856.51,0.75,50.82,6931.1,6800.91,8974.52,6679.48,0.0,3.0998460354E10,,1743935247
SZ300715,300715,凯伦股份,20.05,0.75,0.15,20.35,19.73,39.48,8.22,2.59848E9,1.912869806E7,50.85,956694
SZ002497,002497,雅化集团,8.05,0.75,0.06,8.17,7.95,22.59,7.95,7.728E9,9.83171538E7,29.15,12178308
SH603968,603968,醋化股份,17.39,0.75,0.13,17.44,17.29,24.9,16.65,3.5559072E9,8615272.0,19.86,495620
SH601878,601878,浙商证券,6.71,0.75,0.05,6.81,6.65,24.05,6.52,2.2366667114E10,8.8758515E7,23.85,13195337
SH600679,600679,上海凤凰,13.44,0.75,0.1,13.65,13.09,24.95,9.05,5.40555384768E9,4.0711828E7,101.91,3032901
SH600551,600551,时代出版,8.05,0.75,0.06,8.1,7.98,14.72,7.96,4.0718936328E9,1.2461436E7,12.81,1548973
SH600095,600095,哈高科,4.02,0.75,0.03,4.04,3.98,8.85,3.86,1.4522795313E9,8174853.0,72.9,2037100
SZ399919,399919,300价值,4336.95,0.75,32.15,4374.93,4303.28,5711.76,4208.74,0.0,2.6944466261E10,,2567329300
SH600854,600854,春兰股份,4.06,0.74,0.03,4.09,4.01,7.1,3.88,2.10900166428E9,9829217.0,42.69,2424216
SH600864,600864,哈投股份,4.09,0.74,0.03,4.13,4.04,9.09,3.99,8.62382128658E9,1.6114844E7,,3941120
SH603020,603020,爱普股份,8.15,0.74,0.06,8.18,8.03,14.5,8.03,2.608E9,3926220.0,24.06,483300
SH603556,603556,海兴电力,13.68,0.74,0.1,14.1,13.46,33.97,13.46,6.777340128E9,2.947609E7,14.93,2140442
SZ002038,002038,双鹭药业,34.13,0.74,0.25,34.7,33.8,49.55,26.03,2.3375637E10,1.6345529761E8,35.91,4767892
SZ002883,002883,中设股份,20.41,0.74,0.15,20.73,20.31,42.75,20.15,1.7681362608E9,1.27996664E7,33.04,623980
SZ300210,300210,森远股份,4.06,0.74,0.03,4.09,4.01,8.25,3.91,1.96593300918E9,3912250.63,34.5,964889
SZ300482,300482,万孚生物,34.0,0.74,0.25,34.55,33.53,47.5,31.11,1.1659676202E10,3.44831362E7,44.24,1010426
SGXCN,SGXCN,新华富时中国A50指数,11089.41,0.74,81.18,11199.53,10995.94,14939.48,10805.02,0.0,0.0,,0
SH000948,000948,内地地产,5602.31,0.74,41.42,5667.89,5563.65,9018.11,5286.97,0.0,4.552259565E9,,515163922
SZ399965,399965,800地产,5697.96,0.74,42.13,5763.81,5658.31,9171.77,5377.15,0.0,4.552259573E9,,515163922
SH600012,600012,皖通高速,5.51,0.73,0.04,5.53,5.45,14.09,5.17,9.1389411E9,1.2211065E7,8.14,2217503
SH600026,600026,中远海能,4.13,0.73,0.03,4.15,4.08,6.65,3.91,1.665229571593E10,1.0574644E7,23.82,2563417
SH600193,600193,*ST创兴,2.75,0.73,0.02,2.79,2.72,8.76,2.34,1.16977575E9,3703647.0,30.71,1348078
SH600901,600901,江苏租赁,6.9,0.73,0.05,6.95,6.85,12.7,6.7,2.06078847792E10,8.5841236E7,19.27,12419395
SH603969,603969,银龙股份,6.92,0.73,0.05,7.03,6.8,12.84,5.7,4.0136E9,4.4246853E7,40.34,6380023
SH900951,900951,ST大化B,0.414,0.73,0.003,0.415,0.41,0.948,0.398,1.1385E8,12836.0,,31100
SZ000761,000761,本钢板材,4.13,0.73,0.03,4.16,4.09,7.5,3.78,1.600528442716E10,1.38533304E7,8.73,3347312
SZ000795,000795,英洛华,4.14,0.73,0.03,4.18,4.11,9.12,4.05,4.69345218642E9,1.28246645E7,67.59,3093604
SZ000953,000953,ST河化,4.15,0.73,0.03,4.18,4.12,9.86,4.01,1.22034666355E9,3549242.49,,855073
SZ002105,002105,信隆健康,4.13,0.73,0.03,4.17,4.03,8.97,4.0,1.521905E9,2678682.0,81.73,650700
SZ002244,002244,滨江集团,4.16,0.73,0.03,4.19,4.11,9.03,4.11,1.29436065824E10,3.563156855E7,9.44,8571853
SZ002441,002441,众业达,6.87,0.73,0.05,6.91,6.8,13.54,6.68,3.74247309483E9,9266358.0,19.03,1350045
SZ002796,002796,世嘉科技,23.5,0.73,0.17,23.65,22.99,40.67,21.18,2.4128973505E9,2.8475002E7,97.87,1220700
SZ300328,300328,宜安科技,6.86,0.73,0.05,6.95,6.72,13.05,6.53,3.157537264E9,6342438.0,88.66,920680
SZ300453,300453,三鑫医疗,9.66,0.73,0.07,9.87,9.51,23.23,9.36,1.5332352E9,4904914.0,39.42,505300
SZ300626,300626,华瑞股份,8.29,0.73,0.06,8.32,8.16,18.56,7.9,1.4922E9,7375913.33,27.88,894181
SH000018,000018,180金融,4585.34,0.73,33.25,4619.31,4551.49,6151.33,4339.88,0.0,1.1707100503E10,,1068174800
SH000029,000029,180价值,3669.07,0.73,26.6,3696.08,3640.16,4820.12,3499.5,3.38443169654E12,1.7795191007E10,,1853641300
SH000946,000946,内地金融,5669.78,0.73,40.91,5712.15,5628.77,7670.44,5357.11,0.0,1.2956444579E10,,1174248975
SZ399236,399236,批零指数,1482.78,0.73,10.81,1498.96,1470.23,2046.7,1444.14,0.0,3.59818198E9,,433491202
SZ399332,399332,深证创新,7050.97,0.73,51.35,7157.19,7028.55,7157.19,7028.55,0.0,2.7157949729E10,,1932125450
SH600223,600223,鲁商置业,2.81,0.72,0.02,2.82,2.77,5.22,2.54,2.81272008E9,4631815.0,25.22,1654500
SH600403,600403,大有能源,4.22,0.72,0.03,4.27,4.18,5.35,4.0,1.008922833644E10,5361345.0,15.79,1267615
SH600755,600755,厦门国贸,6.97,0.72,0.05,7.02,6.91,11.14,6.67,1.265941943652E10,5.3041311E7,5.6,7617126
SH600787,600787,中储股份,7.0,0.72,0.05,7.02,6.9,12.51,6.55,1.5398607231E10,2.1235747E7,11.68,3040858
SH600802,600802,福建水泥,8.38,0.72,0.06,8.48,8.3,9.99,6.4,3.20010132108E9,5.2863003E7,27.48,6290883
SH600892,600892,大晟文化,8.35,0.72,0.06,8.35,8.21,11.96,7.8,4.6715259698E9,1.2133967E7,17.06,1465400
SH601163,601163,三角轮胎,12.51,0.72,0.09,12.58,12.4,24.85,12.39,1.0008E10,1.1764798E7,24.26,940867
SH603035,603035,常熟汽饰,13.95,0.72,0.1,13.98,13.7,21.76,12.04,3.906E9,2.5232207E7,10.43,1817500
SH603999,603999,读者传媒,5.58,0.72,0.04,5.63,5.53,11.01,5.46,3.21408E9,6069073.0,59.2,1087162
SZ000505,000505,京粮控股,5.61,0.72,0.04,5.67,5.56,12.17,5.55,3.84728394204E9,8341115.0,29.63,1484800
SZ000802,000802,北京文化,9.85,0.72,0.07,9.89,9.71,17.31,9.02,7.12303001175E9,3.429341589E7,22.55,3492314
SZ002172,002172,澳洋科技,4.17,0.72,0.03,4.24,4.14,8.13,4.13,3.23792727537E9,8221664.4,41.16,1964716
SZ002301,002301,齐心集团,11.26,0.72,0.08,11.48,11.18,13.05,8.42,7.22668018332E9,2.525214516E7,42.27,2239003
SZ002685,002685,华东重机,6.96,0.72,0.05,7.06,6.9,12.91,6.9,7.01352686136E9,1.358290294E7,19.23,1947235
SZ002691,002691,冀凯股份,8.36,0.72,0.06,8.46,8.2,20.34,7.69,2.8424E9,4.33394883E7,281.08,5204618
SZ002724,002724,海洋王,5.59,0.72,0.04,5.65,5.51,11.57,5.34,4.0248E9,4377558.6,23.82,782300
SZ300040,300040,九洲电气,5.57,0.72,0.04,5.59,5.51,12.26,5.28,1.91068826228E9,8280472.28,25.95,1490882
SZ300147,300147,香雪制药,6.99,0.72,0.05,7.03,6.93,10.52,6.72,4.62371958165E9,1.501694636E7,64.97,2150144
SZ300194,300194,福安药业,4.21,0.72,0.03,4.25,4.18,7.15,4.16,5.00868912822E9,5657350.56,18.14,1342642
SZ300195,300195,长荣股份,9.77,0.72,0.07,9.82,9.68,15.32,9.56,4.2351350651E9,2.4288666E7,25.6,2493900
SZ300219,300219,鸿利智汇,9.77,0.72,0.07,9.98,9.62,14.35,8.4,6.96540920362E9,1.698031695E7,16.89,1733020
SZ300239,300239,东宝生物,4.19,0.72,0.03,4.22,4.15,7.76,3.9,1.94413531252E9,4617756.32,71.86,1102672
SZ300349,300349,金卡智能,18.08,0.72,0.13,18.24,17.5,24.99,16.45,7.76380969424E9,2.96440064E7,16.84,1645720
SZ300523,300523,辰安科技,65.83,0.72,0.47,70.88,65.73,72.93,35.87,9.47952E9,2.8643721713E8,62.35,4214963
SZ399692,399692,创业低波,2165.07,0.72,15.52,2184.41,2146.64,3307.36,2131.78,0.0,8.49388167E9,,1072821262
SH000138,000138,380低贝,5010.2,0.72,35.96,5032.44,4973.37,6272.3,4954.32,0.0,6.305111332E9,,737533200
SH000818,000818,细分金融,5397.54,0.72,38.51,5438.26,5358.56,7297.92,5098.71,0.0,1.292889137E10,,1177840718
SH600189,600189,吉林森工,4.23,0.71,0.03,4.32,4.19,7.42,4.16,3.03238072971E9,6079492.0,60.61,1431240
SH600295,600295,鄂尔多斯,8.46,0.71,0.06,8.56,8.38,19.78,8.1,8.73072E9,2.4647163E7,13.84,2908754
SH600732,600732,ST新梅,4.23,0.71,0.03,4.34,4.18,9.14,4.08,1.8882004284E9,6560595.0,,1553400
SH600908,600908,无锡银行,5.69,0.71,0.04,5.77,5.66,11.52,5.53,1.051577329166E10,2.449644E7,10.0,4281797
SH603328,603328,依顿电子,9.9,0.71,0.07,10.08,9.81,16.63,9.09,9.8780069322E9,3.6470571E7,17.66,3661670
SH603598,603598,引力传媒,9.9,0.71,0.07,10.03,9.82,19.56,9.57,2.6791677E9,1.6425325E7,32.92,1655263
SZ000598,000598,兴蓉环境,4.25,0.71,0.03,4.28,4.22,5.95,3.91,1.26914290585E10,2.623727265E7,13.04,6173673
SZ000885,000885,同力水泥,9.97,0.71,0.07,10.09,9.87,22.19,9.31,4.94892836054E9,2.783514817E7,9.75,2783301
SZ002518,002518,科士达,7.08,0.71,0.05,7.12,6.9,18.68,6.9,4.16694670152E9,3.855347905E7,11.07,5499243
SZ002772,002772,众兴菌业,7.1,0.71,0.05,7.24,7.04,13.55,6.98,2.6506181713E9,1.896402007E7,22.95,2663802
SZ200869,200869,张裕B,19.99,0.71,0.14,20.1,19.85,21.61,17.56,1.370242536E10,5072463.64,11.97,253512
SZ300303,300303,聚飞光电,2.83,0.71,0.02,2.87,2.8,4.55,2.43,3.53770867571E9,1.914780695E7,50.1,6748991
SZ300429,300429,强力新材,24.2,0.71,0.17,24.5,23.86,32.52,21.21,6.5627010548E9,1.152451618E7,50.01,476822
SH000033,000033,上证材料,1885.59,0.71,13.25,1903.48,1872.55,2461.77,1834.99,0.0,8.539735816E9,,1076046000
SH000073,000073,可选等权,2191.79,0.71,15.47,2210.64,2176.1,3382.7,2169.67,0.0,3.775850621E9,,334720200
SH000974,000974,800金融,5306.46,0.71,37.43,5347.49,5269.06,7226.05,5033.26,0.0,1.3907338576E10,,1362412000
SZ399321,399321,国证红利,5346.27,0.71,37.63,5397.11,5304.59,7097.68,5217.83,0.0,2.7163826937E10,,1825392730
SZ399393,399393,国证地产,5378.13,0.71,38.01,5439.07,5338.02,8819.56,5178.49,0.0,4.653885556E9,,568903325
SH600381,600381,青海春天,7.16,0.7,0.05,7.2,7.06,13.6,7.01,4.21061890456E9,9020450.0,13.59,1263160
SH601010,601010,文峰股份,2.87,0.7,0.02,2.89,2.85,4.33,2.8,5.30376E9,7375427.0,18.11,2570088
SH601198,601198,东兴证券,10.12,0.7,0.07,10.23,10.0,19.01,9.58,2.791056184884E10,8.9476765E7,21.14,8833081
SH601985,601985,中国核电,5.78,0.7,0.04,5.79,5.7,7.82,5.35,8.99681854E10,5.8948564E7,19.93,10249125
SH603002,603002,宏昌电子,4.29,0.7,0.03,4.34,4.24,6.95,4.02,2.635826193E9,1.5222577E7,27.53,3544350
SH603655,603655,朗博科技,17.21,0.7,0.12,17.4,16.91,32.0,7.65,1.82426E9,2.05916E7,47.61,1197700
SZ000905,000905,厦门港务,7.22,0.7,0.05,7.28,7.17,15.18,7.08,3.83382E9,8235457.97,60.35,1139039
SZ002865,002865,钧达股份,18.75,0.7,0.13,18.97,18.35,30.28,14.96,2.2815E9,4.933974418E7,31.91,2636062
SZ300109,300109,新开源,17.17,0.7,0.12,17.45,16.9,37.52,16.7,3.78859355225E9,1.029496295E7,39.85,597804
SH000074,000074,消费等权,5598.51,0.7,38.7,5673.63,5547.57,7097.4,5455.91,0.0,6.41783897E9,,263102900
SZ399646,399646,深消费50,5693.14,0.7,39.8,5762.28,5642.89,8313.89,5636.11,0.0,1.1836945044E10,,847996562
SZ399980,399980,中证超大,2539.76,0.7,17.67,2562.86,2535.81,2562.86,2535.81,0.0,2.17710673905E10,,2095544300
SH600252,600252,中恒集团,2.9,0.69,0.02,2.93,2.88,4.43,2.87,1.00778107263E10,1.8473357E7,18.15,6352326
SH600589,600589,广东榕泰,4.38,0.69,0.03,4.43,4.35,7.84,4.09,3.08923953978E9,1.0053142E7,19.97,2292848
SH600633,600633,浙数文化,8.71,0.69,0.06,8.88,8.62,18.25,7.17,1.133975763063E10,3.2603288E7,17.62,3734166
SZ000014,000014,沙河股份,10.16,0.69,0.07,10.29,10.0,17.73,8.86,2.04932469992E9,4.2092347E7,302.85,4139300
SZ000753,000753,漳州发展,2.91,0.69,0.02,2.93,2.88,4.84,2.72,2.8852099137E9,4968550.0,23.54,1709320
SZ002158,002158,汉钟精机,8.71,0.69,0.06,8.83,8.61,16.93,8.05,4.61961957262E9,5.173467471E7,20.23,5937313
SZ002267,002267,陕天然气,7.29,0.69,0.05,7.33,7.12,9.25,6.31,8.10702999405E9,5.370677515E7,17.24,7435401
SZ002482,002482,广田集团,5.87,0.69,0.04,6.0,5.84,10.12,5.28,9.02383158659E9,1.894118333E7,12.68,3204543
SZ002539,002539,云图控股,4.38,0.69,0.03,4.4,4.33,8.16,4.09,4.424238E9,8712401.18,36.31,1995502
SZ002920,002920,德赛西威,21.87,0.69,0.15,22.64,21.68,48.45,20.52,1.20285E10,9.244033818E7,22.04,4179459
SZ300072,300072,三聚环保,13.08,0.69,0.09,13.14,12.8,30.85,12.66,3.074459167908E10,1.5173923149E8,12.1,11661374
SH000010,000010,上证180,7276.07,0.69,49.65,7345.8,7217.34,9507.39,7081.22,1.9084938579949E13,4.6368289362E10,,3893328400
SZ399235,399235,建筑指数,1304.12,0.69,8.96,1306.12,1288.3,2149.12,1288.3,0.0,2.237932222E9,,328156330
SZ399398,399398,绩效指数,7000.43,0.69,47.76,7092.61,6941.89,8640.96,6889.28,0.0,2.5901073335E10,,1216412399
SH600388,600388,龙净环保,10.29,0.68,0.07,10.42,10.21,18.77,10.13,1.10005245E10,3.426572E7,14.68,3317379
SH600405,600405,动力源,4.46,0.68,0.03,4.52,4.43,9.72,4.42,2.50670039808E9,8875234.0,436.77,1984456
SH600496,600496,精工钢构,2.97,0.68,0.02,2.99,2.95,6.2,2.81,5.377022244E9,1.219357E7,42.89,4103296
SH600717,600717,天津港,7.43,0.68,0.05,7.46,7.37,12.12,7.3,1.24435345616E10,1.9407141E7,17.2,2616252
SH600868,600868,梅雁吉祥,2.97,0.68,0.02,2.99,2.95,5.28,2.88,5.63750157663E9,1.9030951E7,422.84,6412100
SH603757,603757,大元泵业,22.05,0.68,0.15,22.28,21.7,52.39,21.7,2.586906E9,1.5841595E7,13.25,718715
SH603767,603767,中马传动,7.43,0.68,0.05,7.48,7.33,16.21,7.29,2.21895464E9,8364108.0,33.42,1126220
SH603958,603958,哈森股份,8.94,0.68,0.06,9.02,8.88,23.18,8.65,1.965965451E9,5393035.0,157.74,602599
SH603978,603978,深圳新星,23.58,0.68,0.16,23.98,23.24,58.8,23.24,3.7728E9,2.3883357E7,34.66,1011650
SZ000777,000777,中核科技,10.39,0.68,0.07,10.54,10.3,18.23,8.61,3.98370879127E9,2.519113328E7,56.84,2415042
SZ000785,000785,武汉中商,7.44,0.68,0.05,7.5,7.39,12.25,7.21,1.86908943312E9,4309573.3,4.5,579350
SZ002001,002001,新和成,14.84,0.68,0.1,15.05,14.71,26.25,12.5,3.1886148532E10,1.6535103976E8,10.04,11110048
SZ002338,002338,奥普光电,13.27,0.68,0.09,13.58,12.86,21.35,9.38,3.1848E9,1.1649696438E8,95.72,8822096
SZ002582,002582,好想你,8.85,0.68,0.06,8.93,8.78,15.59,8.74,4.563804816E9,2.142537543E7,32.26,2417365
SZ200992,200992,中鲁B,2.98,0.68,0.02,3.0,2.92,5.75,2.91,7.928925336E8,349057.0,8.41,117500
SZ300030,300030,阳普医疗,5.92,0.68,0.04,5.99,5.83,13.61,5.56,1.8280712248E9,9938300.37,170.5,1680233
SZ300176,300176,鸿特科技,62.48,0.68,0.42,64.61,61.12,86.96,40.48,1.273542336E10,8.81970526E7,15.39,1396900
SZ399310,399310,国证50,4989.65,0.68,33.69,5042.39,4949.66,6645.18,4866.87,0.0,3.5765364539E10,,2409354174
SH600497,600497,驰宏锌锗,4.52,0.67,0.03,4.56,4.49,8.47,4.39,2.301263788736E10,4.0517235E7,17.15,8944437
SH600585,600585,海螺水泥,36.02,0.67,0.24,36.32,35.7,39.88,21.88,1.9088087889558E11,5.16977144E8,8.65,14347725
SH600620,600620,天宸股份,5.98,0.67,0.04,6.05,5.95,13.5,5.58,4.10632913574E9,5357624.0,66.82,895058
SH603536,603536,惠发股份,9.0,0.67,0.06,9.15,8.85,17.63,8.01,1.512E9,2.0172549E7,27.58,2242740
SZ000048,000048,*ST康达,22.7,0.67,0.15,23.21,22.32,27.77,16.02,8.8704488317E9,3458124.0,23.43,152400
SZ002660,002660,茂硕电源,6.04,0.67,0.04,6.09,5.94,12.58,5.94,1.65693935028E9,7058855.52,162.17,1171400
SZ002735,002735,王子新材,25.41,0.67,0.17,25.55,25.02,41.39,25.0,2.140129299E9,1.0135535E7,59.66,400900
SZ300562,300562,乐心医疗,13.52,0.67,0.09,13.78,13.38,35.81,13.23,2.552576E9,1.45986246E7,61.96,1073180
SZ300577,300577,开润股份,31.72,0.67,0.21,32.2,31.05,46.0,26.62,6.9046820856E9,1.136714554E7,44.02,357000
SZ300675,300675,建科院,26.88,0.67,0.18,27.21,26.34,52.6,24.96,3.942400896E9,3.013531649E7,114.93,1122300
SH000021,000021,180治理,865.82,0.67,5.75,873.61,858.79,1118.05,831.34,1.0913508725E13,2.639142441E10,,2433524400
SZ399367,399367,巨潮地产,5022.08,0.67,33.45,5083.46,4987.18,8243.24,4778.17,0.0,4.701145383E9,,531214971
SH600077,600077,宋都股份,3.04,0.66,0.02,3.07,3.01,4.88,3.0,4.07397187104E9,7590071.0,15.93,2492944
SH600283,600283,钱江水利,10.74,0.66,0.07,10.84,10.65,15.15,10.33,3.79117444092E9,5990502.0,37.65,556755
SH600559,600559,老白干酒,16.71,0.66,0.11,16.9,16.51,28.38,15.91,1.112906707032E10,4.2483981E7,42.43,2538204
SH600612,600612,老凤祥,35.01,0.66,0.23,35.43,34.51,45.75,28.38,1.831435291764E10,3.8229466E7,15.22,1093155
SH603079,603079,圣达生物,19.74,0.66,0.13,20.08,19.51,53.38,19.1,2.21088E9,7398062.0,32.36,373560
SH603156,603156,养元饮品,47.31,0.66,0.31,47.62,46.68,79.12,44.94,3.56372037E10,4.056793E7,13.61,859504
SH603320,603320,迪贝电气,16.75,0.66,0.11,16.9,16.52,51.83,16.51,1.675E9,1.0960441E7,37.74,653647
SZ000009,000009,中国宝安,4.58,0.66,0.03,4.65,4.55,9.96,4.48,9.84399996718E9,4.135797931E7,58.58,8974379
SZ002108,002108,沧州明珠,4.58,0.66,0.03,4.67,4.54,13.12,4.06,6.49409283142E9,3.569053999E7,16.92,7750187
SZ002245,002245,澳洋顺昌,4.57,0.66,0.03,4.66,4.51,11.33,4.47,4.50930710046E9,4.060724573E7,12.19,8844405
SZ002264,002264,新华都,7.57,0.66,0.05,7.64,7.49,17.3,6.93,5.2387721716E9,3.931974807E7,,5198468
SZ002484,002484,江海股份,6.07,0.66,0.04,6.15,6.0,11.28,5.93,4.94799352687E9,1.552170928E7,23.42,2549678
SZ200725,200725,京东方B,3.07,0.66,0.02,3.12,3.05,5.65,2.78,1.0683108420241E11,5217755.76,14.92,1693300
SZ300387,300387,富邦股份,6.08,0.66,0.04,6.6,6.02,9.81,5.96,1.7708492176E9,1.150853609E7,24.86,1859459
SZ300535,300535,达威股份,13.8,0.66,0.09,14.15,13.56,33.84,13.51,1.4406647724E9,6543670.91,31.15,471546
SZ300599,300599,雄塑科技,10.69,0.66,0.07,10.96,10.59,16.47,9.63,3.24976E9,1.797616283E7,17.87,1670448
SH000059,000059,全R成长,2406.69,0.66,15.81,2437.11,2386.08,3145.53,2347.82,0.0,6.1792710399E10,,5148838700
SH000817,000817,兴证海峡,1477.7,0.66,9.64,1482.47,1470.88,1619.84,1380.66,0.0,2.63330990276E10,,2295518900
SH000992,000992,全指金融,4952.62,0.66,32.57,4993.37,4918.26,6966.84,4740.55,0.0,1.92259668835E10,,2056099000
SZ399234,399234,水电指数,685.29,0.66,4.48,688.79,679.66,1043.55,657.49,0.0,2.013697335E9,,297199581
SZ399331,399331,深证创新,5778.81,0.66,38.24,5821.28,5756.93,8614.8,8459.96,0.0,6.88441426174E9,,545161358
SZ399361,399361,国证商业,5234.82,0.66,34.51,5301.73,5190.25,7256.49,5121.07,0.0,3.346566346E9,,336687238
SZ399639,399639,深证大宗,1835.8,0.66,12.11,1855.32,1826.13,2767.48,1815.67,0.0,4.858457958E9,,543413015
SH600098,600098,广州发展,6.15,0.65,0.04,6.16,6.11,7.57,5.75,1.67661088317E10,1.151577E7,22.16,1874980
SH600126,600126,杭钢股份,4.68,0.65,0.03,4.74,4.64,6.17,4.22,1.580524490844E10,1.2957622E7,6.09,2763077
SH600137,600137,浪莎股份,13.98,0.65,0.09,14.16,13.82,47.6,13.17,1.35910188024E9,8375912.0,57.51,598127
SH600300,600300,维维股份,3.1,0.65,0.02,3.12,3.07,5.65,3.05,5.1832E9,1.3853205E7,60.03,4469667
SH600560,600560,金自天正,7.72,0.65,0.05,7.82,7.53,15.67,7.42,1.72654326E9,9629836.0,90.94,1249000
SH600578,600578,京能电力,3.1,0.65,0.02,3.13,3.08,4.23,2.94,2.09148768167E10,8854399.0,26.86,2848005
SH600747,600747,ST大控,1.56,0.65,0.01,1.57,1.54,3.28,1.42,2.28435230244E9,9338339.0,63.67,6011101
SH600781,600781,辅仁药业,15.5,0.65,0.1,15.67,15.34,25.21,14.71,9.720941436E9,1.8992839E7,,1225018
