symbol,code,name,current,percent,change,high,low,high52w,low52w,marketcapital,amount,pettm,volume 
SH000924,000924,分离债,161.18,-0.11,-0.17,161.44,161.15,161.44,161.15,0.0,9970255.0,,1009600
SH000950,000950,300基建,1820.9,-0.11,-2.07,1839.02,1808.39,2321.52,1767.46,0.0,4.7941749545E9,,724938100
SH000995,000995,全指公用,1936.9,-0.11,-2.06,1954.21,1926.22,2533.15,1895.2,0.0,3.217613752E9,,537021506
SZ399950,399950,300基建,1820.9,-0.11,-2.06,1839.02,1808.39,2321.52,1767.46,0.0,4.794174954E9,,724938100
SH603258,603258,电魂网络,16.9,-0.12,-0.02,17.2,16.82,41.84,16.6,4.1090998E9,5547770.0,31.55,325955
SH603628,603628,清源股份,8.49,-0.12,-0.01,8.64,8.42,21.35,8.37,2.324562E9,9674598.0,69.01,1135000
SH603855,603855,华荣股份,8.59,-0.12,-0.01,8.73,8.5,14.51,8.5,2.8438913E9,5433575.0,19.03,629800
SH900925,900925,机电B股,1.703,-0.12,-0.002,1.723,1.698,2.21,1.69,1.74172504152E9,222764.0,8.44,130700
SZ000022,000022,深赤湾A,17.25,-0.12,-0.02,17.52,16.95,26.54,16.9,1.11221743425E10,3.426794224E7,20.43,1987205
SZ000623,000623,吉林敖东,16.12,-0.12,-0.02,16.32,16.12,24.66,16.11,1.874385178744E10,2.916518475E7,12.01,1799148
SZ002316,002316,亚联发展,8.14,-0.12,-0.01,8.18,7.97,14.2,7.97,3.1999968E9,1.471394046E7,61.12,1820030
SZ002623,002623,亚玛顿,16.28,-0.12,-0.02,16.69,16.19,31.4,15.23,2.6048E9,7078029.0,,429900
SZ002785,002785,万里石,8.04,-0.12,-0.01,8.19,8.01,19.47,7.87,1.608E9,4750787.48,,587062
SZ399101,399101,中小板综,8516.82,-0.12,-10.18,8647.13,8466.65,12161.44,8466.65,0.0,6.3620690506E10,,6652553838
SH600545,600545,卓郎智能,7.74,-0.13,-0.01,7.74,7.62,11.82,7.35,1.46704965813E10,1.9185328E7,19.75,2494900
SH600992,600992,贵绳股份,7.41,-0.13,-0.01,7.54,7.37,15.9,7.22,1.8161169E9,6636366.0,74.85,893200
SH603321,603321,梅轮电梯,7.78,-0.13,-0.01,7.94,7.72,22.56,7.18,2.38846E9,7780994.0,35.28,993954
SH603519,603519,立霸股份,7.54,-0.13,-0.01,7.65,7.47,18.29,7.33,1.67342658964E9,6134070.0,19.94,809300
SH603600,603600,永艺股份,7.5,-0.13,-0.01,7.58,7.38,18.73,7.14,2.272835925E9,1.1054644E7,27.65,1479550
SH603895,603895,天永智能,30.17,-0.13,-0.04,30.5,29.58,48.0,15.54,3.2607736E9,8.3065249E7,,2750670
SZ000915,000915,山大华特,15.45,-0.13,-0.02,15.69,15.39,36.85,15.38,3.62042144325E9,2.797025276E7,20.34,1799271
SZ002197,002197,证通电子,7.98,-0.13,-0.01,8.08,7.89,13.93,7.73,4.11095244504E9,1.222837546E7,60.92,1531868
SZ002633,002633,申科股份,7.99,-0.13,-0.01,8.16,7.85,15.16,7.61,1.1985E9,5614317.0,258.57,697500
SZ002709,002709,天赐材料,23.25,-0.13,-0.03,23.86,23.01,58.02,22.44,7.89727032825E9,6.400706204E7,13.76,2730192
SZ002810,002810,山东赫达,15.1,-0.13,-0.02,15.34,15.0,25.98,13.45,1.7978664E9,1.37214874E7,35.77,902880
SZ300381,300381,溢多利,7.49,-0.13,-0.01,7.6,7.44,17.76,7.29,3.04659769134E9,5069071.0,33.52,672900
SZ300441,300441,鲍斯股份,7.79,-0.13,-0.01,7.81,7.71,14.94,7.57,5.15957540209E9,1.187419044E7,31.13,1528312
SH600500,600500,中化国际,6.92,-0.14,-0.01,7.07,6.9,10.8,6.4,1.441444768332E10,5.9441454E7,18.29,8507612
SH600773,600773,西藏城投,7.09,-0.14,-0.01,7.25,7.02,18.27,6.38,5.81139467496E9,4.2063276E7,61.67,5888275
SH603010,603010,万盛股份,14.14,-0.14,-0.02,14.4,14.06,33.99,14.06,3.53348844814E9,1.7233102E7,50.7,1213391
SZ002137,002137,麦达数字,7.09,-0.14,-0.01,7.24,6.99,14.6,5.21,4.10670240691E9,3.57243355E7,38.66,5014325
SZ002354,002354,天神娱乐,6.97,-0.14,-0.01,7.11,6.9,22.33,6.64,6.529822893E9,5.981329227E7,9.03,8524577
SZ002355,002355,兴民智通,7.1,-0.14,-0.01,7.14,7.05,13.94,7.0,4.4359480749E9,1.506608175E7,71.12,2124638
SZ002559,002559,亚威股份,7.07,-0.14,-0.01,7.19,7.03,11.52,6.58,2.63713461067E9,1.199470009E7,23.25,1687345
SZ300407,300407,凯发电气,6.93,-0.14,-0.01,7.03,6.88,16.92,6.66,1.9153134E9,9447356.0,30.1,1356900
SH600073,600073,上海梅林,6.53,-0.15,-0.01,6.61,6.48,10.02,6.08,6.12337345216E9,2.3523049E7,20.92,3598119
SH600242,600242,中昌数据,13.1,-0.15,-0.02,13.11,13.06,18.47,11.19,5.9823130982E9,5109457.0,59.13,390554
SH600463,600463,空港股份,6.53,-0.15,-0.01,6.68,6.49,15.74,6.39,1.959E9,4857715.0,,740300
SH600723,600723,首商股份,6.65,-0.15,-0.01,6.76,6.61,9.67,6.38,4.3784102341E9,7482593.0,11.11,1120582
SH600834,600834,申通地铁,6.73,-0.15,-0.01,6.82,6.67,11.69,6.53,3.21278021392E9,2396078.0,135.67,354901
SH601828,601828,美凯龙,13.14,-0.15,-0.02,13.33,13.02,23.78,11.96,4.6647E10,5.3097372E7,9.2,4029118
SH601939,601939,建设银行,6.66,-0.15,-0.01,6.72,6.57,9.59,5.86,1.66507311005676E12,6.84750756E8,6.64,103132693
SH603568,603568,伟明环保,25.85,-0.15,-0.04,26.41,25.35,27.94,19.55,1.7778596E10,8.2870943E7,27.98,3194516
SZ002866,002866,传艺科技,13.19,-0.15,-0.02,13.57,13.17,22.87,12.36,3.2205414941E9,6.641109556E7,36.89,4975082
SZ300093,300093,金刚玻璃,6.86,-0.15,-0.01,6.98,6.78,16.97,6.44,1.48176E9,2.0162398E7,72.31,2931400
SZ300246,300246,宝莱特,13.25,-0.15,-0.02,13.45,13.16,29.44,12.88,1.935666E9,1.1984474E7,36.31,900400
SZ300249,300249,依米康,6.73,-0.15,-0.01,6.91,6.57,13.18,5.63,3.01033932382E9,4.023308907E7,28.47,5933021
SH600250,600250,南纺股份,6.42,-0.16,-0.01,6.49,6.35,15.88,5.8,1.6608055932E9,9614859.0,11.65,1497974
SH600668,600668,尖峰集团,12.77,-0.16,-0.02,12.96,12.61,19.48,10.81,4.39395048356E9,7.4122611E7,10.72,5788140
SH603030,603030,全筑股份,6.21,-0.16,-0.01,6.23,6.16,9.43,6.16,3.34349090793E9,1.0925731E7,15.84,1764600
SH603860,603860,中公高科,24.65,-0.16,-0.04,25.23,24.35,46.56,24.19,1.643662E9,4489415.0,40.13,181800
SZ000619,000619,海螺型材,6.3,-0.16,-0.01,6.35,6.28,9.96,6.03,2.268E9,4240323.0,242.48,671900
SZ000803,000803,*ST金宇,12.88,-0.16,-0.02,13.11,12.68,27.43,11.67,1.64517390184E9,1368909.98,37.79,106201
SZ002095,002095,生意宝,30.66,-0.16,-0.05,31.17,30.41,53.89,30.16,7.7483952E9,4.282614495E7,232.98,1387995
SZ002150,002150,通润装备,6.11,-0.16,-0.01,6.55,6.08,12.53,5.8,1.67563014957E9,4992311.0,21.66,806400
SZ002238,002238,天威视讯,6.13,-0.16,-0.01,6.21,6.11,12.4,6.01,3.784375116E9,6078152.05,17.94,988255
SZ002500,002500,山西证券,6.23,-0.16,-0.01,6.3,6.2,12.13,6.08,1.762295770319E10,7.414434792E7,62.54,11857907
SZ002553,002553,南方轴承,6.26,-0.16,-0.01,6.34,6.2,11.66,5.98,2.17848E9,7741133.16,18.53,1232636
SZ002667,002667,鞍重股份,6.24,-0.16,-0.01,6.28,6.15,12.19,5.51,1.44226368E9,9419297.4,63.87,1517060
SZ002762,002762,金发拉比,6.18,-0.16,-0.01,6.26,6.13,13.17,6.13,2.2038807E9,1.584197344E7,22.89,2560735
SZ300182,300182,捷成股份,6.07,-0.16,-0.01,6.17,6.0,11.68,6.0,1.563001209849E10,6.885747557E7,13.91,11315945
SZ300583,300583,赛托生物,36.4,-0.16,-0.06,36.91,36.2,50.9,34.4,3.9307874788E9,9987759.12,29.33,273019
SH000964,000964,中证新兴,6765.05,-0.16,-10.98,6885.27,6711.68,9257.15,6581.82,0.0,3.85787754997E10,,2607825000
SZ399964,399964,中证新兴,6765.05,-0.16,-10.98,6885.27,6711.68,9257.15,6581.82,0.0,3.8578775499E10,,2607825000
SH600016,600016,民生银行,5.99,-0.17,-0.01,6.05,5.96,7.82,5.55,2.6225668682698E11,2.21006336E8,5.11,36795833
SH600602,600602,云赛智联,5.78,-0.17,-0.01,5.84,5.67,8.71,5.14,7.9051525699E9,1.6705481E7,27.18,2893799
SH600613,600613,神奇制药,5.89,-0.17,-0.01,5.97,5.85,11.13,5.67,3.14568188892E9,3750351.0,22.96,634430
SH601901,601901,方正证券,5.86,-0.17,-0.01,5.94,5.83,9.07,5.71,4.82401141747E10,3.4531941E7,57.8,5863355
SZ002190,002190,成飞集成,17.62,-0.17,-0.03,17.98,17.39,30.55,15.5,6.32081102366E9,3.023498145E7,,1708891
SZ002406,002406,远东传动,5.81,-0.17,-0.01,5.91,5.78,8.66,5.08,3.25941E9,9189032.63,14.08,1572117
SZ002639,002639,雪人股份,5.84,-0.17,-0.01,5.86,5.8,11.92,5.56,3.93658495928E9,1.0479535E7,,1793400
SZ002652,002652,扬子新材,5.75,-0.17,-0.01,5.78,5.73,10.73,5.58,2.944368E9,6184174.4,40.56,1075660
SZ300044,300044,赛为智能,6.04,-0.17,-0.01,6.16,5.97,12.16,5.84,4.70228960476E9,3.958870316E7,21.87,6516702
SZ300092,300092,科新机电,6.05,-0.17,-0.01,6.19,6.01,12.75,5.8,1.41906743605E9,5709068.9,190.27,933457
SZ300273,300273,和佳股份,5.77,-0.17,-0.01,5.92,5.74,12.58,5.65,4.54574203352E9,2.817971656E7,43.75,4830606
SZ300300,300300,汉鼎宇佑,11.48,-0.17,-0.02,11.71,11.45,15.22,8.79,7.8515332182E9,2.618863591E7,51.08,2262252
SH000079,000079,公用等权,1763.32,-0.17,-3.02,1778.49,1750.58,2415.38,1739.52,0.0,1.353836298E9,,271301600
SZ399346,399346,深证成长,2989.54,-0.17,-5.16,3050.31,2967.84,4437.56,2967.84,0.0,2.2242504144E10,,1908542652
SZ399355,399355,长三角,3152.98,-0.17,-5.3,3204.48,3137.05,4181.07,3107.39,0.0,1.2301906707E10,,813887446
SZ399632,399632,深100EW,3494.72,-0.17,-5.81,3557.13,3473.67,4951.51,3451.07,0.0,3.6958247652E10,,2445170219
SH600468,600468,百利电气,5.58,-0.18,-0.01,5.67,5.57,8.37,4.81,4.52601343044E9,9311288.0,65.1,1659805
SH600688,600688,上海石化,5.6,-0.18,-0.01,5.66,5.57,7.0,5.06,6.06133556E10,3.2979496E7,8.55,5876961
SH600770,600770,综艺股份,5.68,-0.18,-0.01,5.79,5.61,8.87,5.44,7.384E9,3.5818259E7,77.55,6275789
SH603196,603196,日播时尚,11.19,-0.18,-0.02,11.28,11.14,15.06,9.03,2.6856E9,1.5216797E7,35.19,1359900
SH603333,603333,明星电缆,5.54,-0.18,-0.01,5.63,5.54,7.4,5.46,2.8808277E9,1860422.0,86.88,333400
SZ000617,000617,中油资本,11.04,-0.18,-0.02,11.21,10.9,18.05,10.11,9.96918235944E10,1.213602295E7,13.61,1096784
SZ000702,000702,正虹科技,5.41,-0.18,-0.01,5.46,5.37,9.78,5.3,1.44249305616E9,1.001099463E7,28.63,1845993
SZ002777,002777,久远银海,27.7,-0.18,-0.05,28.4,27.4,43.74,23.8,4.7793743984E9,3.314990079E7,48.14,1186561
SZ002823,002823,凯中精密,11.28,-0.18,-0.02,11.49,11.24,22.03,11.06,3.28735845336E9,9005758.31,20.77,793183
SZ300067,300067,安诺其,5.42,-0.18,-0.01,5.57,5.4,7.91,5.12,3.90059431616E9,9996231.6,31.54,1828260
SZ300307,300307,慈星股份,5.46,-0.18,-0.01,5.54,5.44,10.56,5.41,4.37892E9,1.0795315E7,21.97,1965900
SZ300470,300470,日机密封,48.8,-0.18,-0.09,50.18,48.73,51.65,34.32,5.205984E9,5.499088406E7,34.45,1108035
SZ300484,300484,蓝海华腾,11.29,-0.18,-0.02,11.49,11.18,35.25,11.04,2.34832E9,9629163.95,33.78,848737
SZ300701,300701,森霸传感,33.52,-0.18,-0.06,34.48,33.3,62.68,15.39,2.6816E9,4.320725282E7,40.64,1273614
SZ399397,399397,OCT文化,1785.7,-0.18,-3.29,1816.6,1773.19,2493.0,1773.19,0.0,1.1096274145E10,,1081934028
SZ399802,399802,500深市,4410.0,-0.18,-8.15,4486.31,4381.44,6243.48,4342.02,0.0,3.4119508114E10,,3373485664
SH600018,600018,上港集团,5.29,-0.19,-0.01,5.36,5.27,8.67,5.27,1.225887388985E11,3.3660702E7,10.61,6343120
SH600207,600207,安彩高科,5.2,-0.19,-0.01,5.29,5.17,10.7,5.08,4.4873710648E9,1.8101931E7,182.25,3459540
SH600421,600421,ST仰帆,5.2,-0.19,-0.01,5.26,5.14,15.97,4.97,1.01712E9,882846.0,,170200
SH601038,601038,一拖股份,5.34,-0.19,-0.01,5.38,5.27,9.35,4.93,5.264439E9,1.8491728E7,,3471581
SZ002356,002356,赫美集团,10.28,-0.19,-0.02,10.63,10.2,19.94,6.72,5.42585130316E9,9.551654262E7,,9211152
SZ002701,002701,奥瑞金,5.39,-0.19,-0.01,5.46,5.37,7.2,4.83,1.2694665984E10,1.917763881E7,16.91,3544933
SZ300211,300211,亿通科技,5.14,-0.19,-0.01,5.19,5.06,9.25,4.95,1.55575450122E9,3024196.65,526.6,588325
SZ300741,300741,华宝股份,32.13,-0.19,-0.06,32.59,31.91,59.75,31.91,1.97882244E10,3.12244886E7,,966653
SZ399625,399625,中创500,1394.01,-0.19,-2.68,1420.08,1385.45,1985.44,1382.17,0.0,6.7799326575E10,,6189652607
SH600265,600265,ST景谷,25.37,-0.2,-0.05,25.64,25.06,28.5,13.92,3.293026E9,1686938.0,,66600
SH600301,600301,ST南化,5.04,-0.2,-0.01,5.1,5.01,9.66,4.64,1.18514662056E9,1679620.0,,331800
SH600382,600382,广东明珠,9.97,-0.2,-0.02,10.0,9.88,15.51,9.63,4.65424266777E9,1.6279968E7,13.42,1638721
SH600663,600663,陆家嘴,15.2,-0.2,-0.03,15.36,15.12,24.36,14.32,5.109983424E10,1.1875017E7,13.4,779535
SH603938,603938,三孚股份,24.8,-0.2,-0.05,25.49,24.4,43.58,22.16,3.72413168E9,4.7983643E7,24.4,1929574
SZ000529,000529,广弘控股,5.07,-0.2,-0.01,5.13,5.06,8.8,4.94,2.9598169731E9,3589980.98,18.41,705122
SZ000757,000757,浩物股份,5.03,-0.2,-0.01,5.09,4.98,8.19,4.7,2.27165441468E9,1.1678377E7,26.53,2319645
SZ000818,000818,航锦科技,10.2,-0.2,-0.02,10.34,10.16,14.99,9.98,7.038E9,2.649045118E7,16.16,2583539
SZ002255,002255,海陆重工,4.87,-0.2,-0.01,4.94,4.86,8.17,4.83,4.10186003785E9,6117934.54,27.44,1249971
SZ002333,002333,罗普斯金,15.35,-0.2,-0.03,15.5,15.01,18.99,11.2,7.71496526E9,9973813.0,,649500
SZ002635,002635,安洁科技,14.63,-0.2,-0.03,14.98,14.52,44.31,14.21,1.079623528753E10,1.0818009665E8,23.38,7333686
SZ300052,300052,中青宝,10.19,-0.2,-0.02,10.38,10.07,17.58,9.53,2.697380634E9,2.948799678E7,41.02,2883240
SZ300434,300434,金石东方,20.33,-0.2,-0.04,20.79,20.11,31.94,19.19,4.5374738432E9,1.856202936E7,29.88,905883
SH000141,000141,380动态,3045.17,-0.2,-6.23,3099.34,3024.69,4536.72,3022.29,0.0,1.9689316422E10,,1793857400
SH600071,600071,凤凰光学,9.53,-0.21,-0.02,9.7,9.51,21.65,9.51,2.26311249615E9,7127149.0,46.1,744601
SH600100,600100,同方股份,9.51,-0.21,-0.02,9.69,9.4,14.69,7.84,2.818667902401E10,5.8682937E7,,6157698
SH600398,600398,海澜之家,9.64,-0.21,-0.02,9.74,9.55,14.27,8.32,4.331018638736E10,5.1295786E7,12.3,5318960
SH600731,600731,湖南海利,4.72,-0.21,-0.01,4.79,4.71,8.82,4.59,1.67665113456E9,4034578.0,39.2,849371
SH600778,600778,*ST友好,4.8,-0.21,-0.01,4.86,4.79,8.23,4.37,1.4951584896E9,2785694.0,,577101
SZ000058,000058,深赛格,4.81,-0.21,-0.01,4.89,4.79,9.44,4.6,5.94350655769E9,8154373.2,22.24,1684739
SZ000419,000419,通程控股,4.8,-0.21,-0.01,4.84,4.78,7.3,4.52,2.609196744E9,6862366.36,20.25,1429684
SZ000510,000510,金路集团,4.82,-0.21,-0.01,4.92,4.8,10.91,4.28,2.93625846428E9,2.322750168E7,28.04,4778553
SZ000565,000565,渝三峡A,4.83,-0.21,-0.01,4.92,4.79,9.85,4.21,2.0942504226E9,6029316.5,30.73,1244400
SZ000811,000811,冰轮环境,4.79,-0.21,-0.01,4.86,4.72,10.21,4.51,3.12812938329E9,1.374470972E7,11.32,2871023
SZ000990,000990,诚志股份,14.14,-0.21,-0.03,14.32,13.96,18.55,12.42,1.771758853466E10,8985753.0,23.96,633300
SZ002434,002434,万里扬,9.73,-0.21,-0.02,9.82,9.67,14.34,7.32,1.31355E10,1.0452189939E8,26.24,10713065
SZ002454,002454,松芝股份,4.7,-0.21,-0.01,4.76,4.65,10.09,4.65,2.97133812E9,1.2106418E7,9.23,2570750
SZ002550,002550,千红制药,4.72,-0.21,-0.01,4.78,4.7,6.87,4.52,6.0416E9,1.0497282E7,29.84,2212400
SZ300314,300314,戴维医疗,9.68,-0.21,-0.02,9.95,9.63,18.97,9.01,2.78784E9,8975138.0,80.97,920640
SZ300545,300545,联得装备,18.92,-0.21,-0.04,19.35,18.58,41.85,18.58,2.72671770624E9,1.30912256E7,40.4,689660
SZ399372,399372,大盘成长,3040.86,-0.21,-6.47,3095.07,3022.84,4498.81,3022.84,0.0,2.3887225813E10,,1611246933
SZ399390,399390,1000公用,2037.39,-0.21,-4.28,2057.37,2026.77,2568.32,1996.22,0.0,2.551929011E9,,341190611
SH600110,600110,诺德股份,4.57,-0.22,-0.01,4.62,4.48,15.72,4.46,5.25692628329E9,4.3070296E7,48.6,9446390
SH600372,600372,中航电子,13.87,-0.22,-0.03,14.19,13.72,17.18,10.5,2.439962296066E10,7.4586041E7,44.77,5336778
SH601222,601222,林洋能源,4.62,-0.22,-0.01,4.72,4.6,11.46,4.32,8.15619493458E9,4.0404651E7,10.94,8683231
SZ002675,002675,东诚药业,9.23,-0.22,-0.02,9.29,9.05,13.92,8.15,7.15785245643E9,2.561760008E7,33.81,2785527
SZ002681,002681,奋达科技,4.47,-0.22,-0.01,4.56,4.45,9.92,4.45,9.29609138841E9,2.411490547E7,20.25,5355776
SZ002832,002832,比音勒芬,32.23,-0.22,-0.07,32.85,32.02,44.45,29.1,5.84455597E9,9883939.55,26.72,304346
SZ300505,300505,川金诺,23.01,-0.22,-0.05,23.49,22.88,59.87,22.88,2.1482136E9,1.5655453E7,34.62,675800
SZ300506,300506,名家汇,18.36,-0.22,-0.04,18.6,18.15,29.65,17.04,6.3298107666E9,1.91457552E7,22.21,1041984
SZ399623,399623,中小基础,6129.16,-0.22,-13.5,6233.92,6091.18,8980.66,6091.18,0.0,4.8799942382E10,,4944227326
SZ399678,399678,深次新股,769.87,-0.22,-1.71,787.83,763.57,1323.71,750.97,0.0,9.725836014E9,,295977330
SH600151,600151,航天机电,4.28,-0.23,-0.01,4.31,4.18,8.09,3.8,6.13859978836E9,5.8686692E7,,13829011
SH600857,600857,宁波中百,8.7,-0.23,-0.02,8.85,8.68,13.09,8.14,1.9515832953E9,1827211.0,,208827
SH601377,601377,兴业证券,4.42,-0.23,-0.01,4.49,4.39,8.62,4.35,2.959928879908E10,7.094601E7,17.81,15988116
SH601882,601882,海天精工,8.68,-0.23,-0.02,8.82,8.56,17.92,8.51,4.53096E9,8786454.0,42.38,1012000
SH603626,603626,科森科技,12.97,-0.23,-0.03,13.28,12.85,36.24,12.52,5.39003105709E9,3.1522126E7,22.47,2411320
SH603665,603665,康隆达,21.23,-0.23,-0.05,21.49,21.05,43.65,20.22,2.123E9,4885184.0,26.96,229800
SZ000404,000404,长虹华意,4.25,-0.23,-0.01,4.26,4.12,8.04,3.98,2.9579829065E9,3.348375409E7,95.47,8007273
SZ000695,000695,滨海能源,8.58,-0.23,-0.02,8.71,8.52,12.57,7.8,1.90602588462E9,1880872.8,173.65,218768
SZ002270,002270,华明装备,4.26,-0.23,-0.01,4.32,4.22,7.91,4.08,3.2343586938E9,1.63466075E7,12.99,3829150
SZ002707,002707,众信旅游,8.56,-0.23,-0.02,8.75,8.5,14.74,8.42,7.26834284032E9,3.168791612E7,26.37,3674846
SZ300140,300140,中环装备,8.75,-0.23,-0.02,9.07,8.66,16.32,7.42,3.0201036775E9,9.033084773E7,109.98,10247270
SZ399636,399636,深证装备,2685.83,-0.23,-6.07,2731.79,2668.3,4109.46,2629.52,0.0,1.4732315184E10,,1405203171
SZ399643,399643,创业新兴,1635.04,-0.23,-3.77,1670.21,1624.35,2292.52,1617.47,0.0,1.7911207096E10,,1627417527
SH600266,600266,北京城建,8.48,-0.24,-0.02,8.58,8.45,15.86,8.45,1.32884992E10,2.8216607E7,8.55,3313682
SH600962,600962,国投中鲁,8.32,-0.24,-0.02,8.42,8.22,15.63,7.11,2.1815872E9,1.3884237E7,163.39,1664100
SH601890,601890,亚星锚链,4.19,-0.24,-0.01,4.24,4.16,8.69,4.12,4.019886E9,1.1091865E7,,2641485
SZ000553,000553,沙隆达A,12.23,-0.24,-0.03,12.52,12.05,18.03,12.05,2.992135030786E10,3.171902391E7,11.55,2581278
SZ000679,000679,大连友谊,4.13,-0.24,-0.01,4.24,4.1,10.17,4.04,1.471932E9,8139050.35,,1953500
SZ002476,002476,宝莫股份,4.23,-0.24,-0.01,4.28,4.2,7.74,4.0,2.58876E9,1.092915885E7,71.09,2576629
SZ002845,002845,同兴达,16.63,-0.24,-0.04,16.97,16.55,47.15,16.42,3.37236390784E9,1.3219725E7,22.62,789200
SZ300301,300301,长方集团,4.2,-0.24,-0.01,4.22,4.16,6.68,4.12,3.3184568298E9,5611189.48,102.09,1337478
SZ300366,300366,创意信息,8.41,-0.24,-0.02,8.61,8.24,15.34,7.8,4.4200954215E9,4.0140354E7,28.66,4751474
SH600647,600647,同达创业,12.17,-0.25,-0.03,12.34,12.06,23.78,11.63,1.6933770035E9,5916715.0,,485600
SH601018,601018,宁波港,4.03,-0.25,-0.01,4.07,4.01,6.42,3.96,5.308657666624E10,1.4768558E7,18.55,3651700
SH603305,603305,旭升股份,24.14,-0.25,-0.06,24.69,24.05,61.28,24.02,9.670484E9,1.6262134E7,39.56,667600
SZ000635,000635,英力特,12.1,-0.25,-0.03,12.27,12.01,20.13,8.21,3.6673599842E9,3.778279333E7,33.93,3111063
SZ002050,002050,三花智控,11.97,-0.25,-0.03,12.19,11.87,21.03,11.87,2.538019251495E10,8.173208165E7,19.47,6789300
SZ002272,002272,川润股份,3.98,-0.25,-0.01,4.04,3.93,7.35,3.88,1.712992E9,4803683.5,,1205550
SZ002380,002380,科远股份,12.17,-0.25,-0.03,12.38,12.11,21.67,11.67,2.92069836833E9,1.656334588E7,25.53,1352524
SZ002531,002531,天顺风能,3.94,-0.25,-0.01,4.05,3.93,8.43,3.52,7.00933504518E9,1.905781303E7,14.91,4776780
SZ002748,002748,世龙实业,7.89,-0.25,-0.02,7.99,7.82,21.98,7.62,1.8936E9,3303433.0,32.74,417800
SZ300002,300002,神州泰岳,3.98,-0.25,-0.01,4.08,3.89,8.05,3.64,7.80514609632E9,6.593561963E7,,16533631
SZ300068,300068,南都电源,12.0,-0.25,-0.03,12.21,11.85,20.19,10.94,1.0530063852E10,7.575255824E7,20.02,6292719
SZ300247,300247,乐金健康,4.03,-0.25,-0.01,4.1,4.01,7.66,4.01,3.24230552139E9,1.5554295E7,50.19,3838700
SZ300551,300551,古鳌科技,12.17,-0.25,-0.03,12.32,12.07,25.83,11.91,1.3391868E9,8615012.35,589.66,706767
SH600212,600212,江泉实业,3.82,-0.26,-0.01,3.93,3.72,13.8,3.44,1.95468335366E9,9.793048E7,,25658425
SH600657,600657,信达地产,3.8,-0.26,-0.01,3.86,3.77,7.05,3.68,1.0837138661E10,1.7157183E7,10.66,4493483
SH600708,600708,光明地产,3.85,-0.26,-0.01,3.9,3.83,6.87,3.83,8.58025146055E9,2.7783621E7,3.4,7180749
SH600973,600973,宝胜股份,3.78,-0.26,-0.01,3.84,3.76,6.21,3.41,4.61958531426E9,6269406.0,46.51,1648741
SH603496,603496,恒为科技,22.89,-0.26,-0.06,23.46,22.46,32.49,18.0,3.2517534E9,2.6885686E7,37.2,1167393
SH900952,900952,锦港B股,0.382,-0.26,-0.001,0.386,0.382,0.53,0.379,7.64875353E8,7347.0,34.93,19172
SZ000032,000032,深桑达A,7.66,-0.26,-0.02,7.82,7.63,15.96,7.01,3.16526260326E9,1.441055846E7,63.55,1866309
SZ000534,000534,万泽股份,11.44,-0.26,-0.03,11.5,11.37,16.6,10.65,5.62602149824E9,6612802.37,54.35,578501
SZ002766,002766,索菱股份,7.62,-0.26,-0.02,7.81,7.54,21.53,7.25,3.21376558668E9,6.074494358E7,21.47,7919442
SZ300178,300178,腾邦国际,11.66,-0.26,-0.03,11.94,11.61,18.22,10.82,7.18848669638E9,2.786251956E7,20.64,2369326
SZ300444,300444,双杰电气,7.66,-0.26,-0.02,7.83,7.6,13.11,7.13,4.48795203852E9,2.953024225E7,17.79,3825019
SZ300729,300729,乐歌股份,23.04,-0.26,-0.06,23.45,22.79,40.78,21.0,2.013599232E9,2.286903689E7,32.7,988342
SZ399190,399190,金融指数,0.0,-0.26,-2.04,797.92,776.46,821.04,501.47,0.0,5.98092538975E9,,370089902
SZ399410,399410,苏州率先,1715.04,-0.26,-4.45,1747.56,1704.68,2582.77,1702.63,0.0,3.597772585E9,,459112169
SH600083,600083,博信股份,18.45,-0.27,-0.05,18.6,18.42,21.77,17.03,4.2435E9,1.5673955E7,182.41,847200
SH600239,600239,云南城投,3.75,-0.27,-0.01,3.79,3.73,6.33,3.61,6.021325905E9,6522603.0,16.59,1735275
SH600690,600690,青岛海尔,14.89,-0.27,-0.04,15.15,14.75,22.86,13.48,9.079032660503E10,2.32260178E8,12.32,15522223
SH601718,601718,际华集团,3.72,-0.27,-0.01,3.78,3.72,8.71,3.59,1.633686138288E10,2.0628068E7,34.22,5509174
SH601886,601886,江河集团,7.28,-0.27,-0.02,7.31,7.22,11.2,7.16,8.401484E9,1.4361602E7,15.56,1978900
SH603638,603638,艾迪精密,29.32,-0.27,-0.08,29.85,29.18,31.66,17.84,7.6372736E9,1.9204132E7,39.45,651175
SH900955,900955,海创B股,0.376,-0.27,-0.001,0.377,0.373,0.578,0.312,4.90116E8,33127.0,18.11,88400
SZ000039,000039,中集集团,10.92,-0.27,-0.03,11.07,10.84,23.09,10.84,3.259575594912E10,6.029813329E7,12.17,5504799
SZ000157,000157,中联重科,3.72,-0.27,-0.01,3.77,3.7,4.55,3.7,2.8993858839E10,6.377920113E7,27.24,17089923
SZ000973,000973,佛塑科技,3.63,-0.27,-0.01,3.72,3.6,8.85,3.35,3.51174611073E9,1.42018525E7,37.83,3877900
SZ002420,002420,毅昌股份,3.75,-0.27,-0.01,3.81,3.73,7.17,3.42,1.50375E9,3090915.75,,820401
